City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,norman wells,65.282,-126.8329,-19.95,95,36,2.23,CA,1675984150
290,kloulklubed,7.0419,134.2556,25.28,75,89,6.58,PW,1675984150
291,port moresby,-9.4431,147.1797,25.21,85,100,5.11,PG,1675984151
292,nybro,56.7446,15.9071,4.02,79,92,7.54,SE,1675984151
293,hays,30.0502,-98.0336,21.57,34,1,0.89,US,1675984152
294,labuan,5.2767,115.2417,26.09,80,68,3.27,MY,1675984152
295,raga,8.4596,25.678,20.54,16,9,1.56,SS,1675984153
296,sosnovo-ozerskoye,52.5249,111.5418,-20.96,99,100,1.49,RU,1675984154
297,utete,-7.986,38.758,23.7,97,92,0.49,TZ,1675984154
298,sampit,-2.5333,112.95,22.84,96,78,0.78,ID,1675984155
299,kavaratti,10.5669,72.642,26.18,79,99,4.24,IN,1675984155
300,adre,13.4667,22.2,19.15,12,100,3.89,TD,1675984156
301,anzhero-sudzhensk,56.081,86.0285,-26.88,100,100,1.01,RU,1675984156
302,alenquer,-1.9417,-54.7383,24.28,93,57,1.78,BR,1675984157
303,wattegama,6.7989,81.4808,20.78,89,87,1.93,LK,1675984158
304,mukhen,48.1,136.1,-19.21,83,99,1.83,RU,1675984159
305,quatre cocos,-20.2078,57.7625,25.61,75,12,5.75,MU,1675984159
306,barra patuca,15.8,-84.2833,25.29,79,2,6.05,HN,1675984160
307,chapais,49.7834,-74.8492,-8.96,92,100,3.76,CA,1675984161
308,oranjestad,12.524,-70.027,26.62,82,3,2.24,AW,1675984161
309,coihaique,-45.5752,-72.0662,16.34,51,40,3.09,CL,1675984162
310,dingle,10.9995,122.6711,23.71,93,87,3.29,PH,1675984163
311,collie,-33.3667,116.15,16.96,72,0,1.56,AU,1675984163
312,feltre,46.0235,11.907,-0.6,62,0,0.45,IT,1675984164
313,aklavik,68.2191,-135.0107,-28.65,98,99,3.2,CA,1675984164
314,usinsk,65.9939,57.5281,-2.23,94,100,9.56,RU,1675984165
315,necochea,-38.5473,-58.7368,20.86,73,0,5.18,AR,1675984165
316,roura,4.7263,-52.3274,24.95,88,75,3.09,GF,1675984166
317,fort nelson,58.8053,-122.7002,-7.25,76,100,0.45,CA,1675984167
318,toora-khem,52.4675,96.11,-23.51,100,97,0.32,RU,1675984167
319,mount isa,-20.7333,139.5,26.87,61,1,4.63,AU,1675984168
320,yerbogachen,61.2767,108.0108,-23.3,99,100,1.22,RU,1675984168
321,betare oya,5.6,14.0833,22.13,22,8,1.91,CM,1675984169
322,preobrazheniye,42.9019,133.9064,-6.1,64,100,0.65,RU,1675984170
323,hervey bay,-25.2986,152.8535,26.64,62,12,9.41,AU,1675983839
324,santa barbara,34.7333,-120.0343,22.05,29,0,3.6,US,1675984170
325,san carlos,9.6612,-68.5827,27.39,60,100,2.23,VE,1675984171
326,wabag,-5.4781,143.7021,14.34,99,100,0.44,PG,1675984171
327,delfzijl,53.33,6.9181,2.86,91,100,1.79,NL,1675984172
328,massakory,12.996,15.7293,23.65,8,86,5.46,TD,1675984172
329,tocopilla,-22.092,-70.1979,22.55,78,70,1.95,CL,1675984172
330,richards bay,-28.783,32.0377,22.56,92,100,3.32,ZA,1675984173
331,santa lucia,27.9117,-15.5407,12.65,63,20,2.57,ES,1675984173
332,ust-kuyga,70.0167,135.6,-48.55,99,88,2.27,RU,1675984174
333,cap-aux-meules,47.3821,-61.8597,-6.97,68,75,5.66,CA,1675983901
334,rock springs,41.5875,-109.2029,-5.31,65,0,7.72,US,1675984175
335,mayumba,-3.432,10.6554,26.34,86,95,2.23,GA,1675984176
336,karla,59.3723,24.9275,1.43,88,100,6.17,EE,1675984176
337,lethem,3.3803,-59.7968,28.85,54,81,4.47,GY,1675984177
338,portland,45.5234,-122.6762,16.42,47,20,7.2,US,1675983580
339,rio claro,-22.4114,-47.5614,22.38,83,10,1.33,BR,1675984178
340,tsentoroy,43.0064,46.2231,-9.93,93,57,0.87,RU,1675984178
341,port pirie,-33.1833,138.0167,23.96,59,0,2.78,AU,1675984178
342,sao filipe,14.8961,-24.4956,20.57,81,100,5.21,CV,1675984179
343,iracoubo,5.4802,-53.2011,24.85,84,38,5.18,GF,1675984179
344,southbridge,42.0751,-72.0334,6.79,77,100,2.24,US,1675984180
345,hirtshals,57.5881,9.9592,3.99,67,76,12.75,DK,1675984180
346,hambantota,6.1241,81.1185,23.53,83,96,4.24,LK,1675984181
347,solwezi,-12.1688,26.3894,15.25,98,94,2.1,ZM,1675984181
348,port blair,11.6667,92.75,23.55,73,91,3.7,IN,1675984181
349,chilca,-12.5211,-76.7372,23.05,88,44,3.14,PE,1675984182
350,bacolod,10.6667,122.95,24.83,85,59,4.11,PH,1675984086
351,takoradi,4.8845,-1.7554,26.13,88,86,2.97,GH,1675984182
352,bure,10.7,37.0667,15.39,50,6,2.1,ET,1675984183
353,tilichiki,60.4667,166.1,-23.56,88,100,6.23,RU,1675984183
354,celestun,20.8667,-90.4,25.46,79,14,5.19,MX,1675984184
355,burdur,37.7203,30.2908,-5.61,74,0,1.03,TR,1675984184
356,melilla,35.2937,-2.9383,14.21,67,75,8.23,ES,1675984184
357,bairiki,1.3292,172.9752,31.0,70,20,6.17,KI,1675984185
358,selikhino,50.3672,137.4996,-23.27,97,100,1.51,RU,1675984185
359,kemi,65.8596,24.8228,-0.13,93,20,7.2,FI,1675984185
360,batagay-alyta,67.8006,130.4114,-41.6,97,93,1.16,RU,1675984186
361,coahuayana,18.7333,-103.6833,28.95,50,4,2.8,MX,1675984186
362,samsun,41.25,36.3333,4.44,69,75,1.03,TR,1675984187
363,kurdzhinovo,43.9884,40.9552,-5.84,88,20,1.95,RU,1675984187
364,wanning,18.8003,110.3967,22.28,93,52,1.27,CN,1675984187
365,inhambane,-23.865,35.3833,26.05,88,53,5.43,MZ,1675984188
366,coos bay,43.3665,-124.2179,16.66,67,0,6.17,US,1675983631
367,nanortalik,60.1432,-45.2371,-2.01,96,100,3.71,GL,1675984188
368,nouadhibou,20.931,-17.0347,16.74,94,97,2.17,MR,1675984189
369,ilhabela,-23.7781,-45.3581,24.42,87,28,4.16,BR,1675984189
370,grand gaube,-20.0064,57.6608,25.77,79,2,1.34,MU,1675984189
371,tianpeng,30.9866,103.9393,8.47,89,100,1.61,CN,1675984190
372,adra,36.7496,-3.0206,9.66,68,43,8.0,ES,1675984190
373,beringovskiy,63.05,179.3167,-32.39,94,33,3.51,RU,1675984191
374,jieshi,22.8134,115.8257,18.67,89,66,2.62,CN,1675984191
375,imeni poliny osipenko,52.4201,136.4853,-36.49,100,99,0.14,RU,1675984191
376,aksarka,66.5606,67.7975,-6.35,90,100,6.8,RU,1675984192
377,tibiri,13.5627,7.0485,21.6,10,10,4.77,NE,1675984192
378,riyadh,24.6877,46.7219,10.08,37,98,3.19,SA,1675983904
379,north bend,43.4065,-124.2243,16.62,55,0,5.14,US,1675984193
380,marsh harbour,26.5412,-77.0636,23.29,65,15,6.78,BS,1675984193
381,khandyga,62.6667,135.6,-48.38,100,68,0.73,RU,1675984193
382,shetpe,44.1667,52.1167,-6.94,67,71,2.03,KZ,1675984194
383,klyuchi,52.2667,79.1667,-27.52,100,85,1.58,RU,1675984194
384,komsomolskiy,40.4272,71.7189,-1.6,93,75,3.09,UZ,1675984194
385,deputatskiy,69.3,139.9,-42.14,100,90,1.82,RU,1675984195
386,vrangel,42.7297,133.0839,-4.86,64,100,2.61,RU,1675984195
387,slave lake,55.2834,-114.769,-0.04,76,100,2.27,CA,1675984121
388,ponta delgada,37.7333,-25.6667,13.4,71,40,5.14,PT,1675984196
389,constitucion,-35.3333,-72.4167,19.75,64,14,7.76,CL,1675984196
390,marrakesh,31.6315,-8.0083,15.04,47,0,2.06,MA,1675984077
391,bayanday,53.0661,105.5139,-20.22,100,99,0.79,RU,1675984197
392,gat,31.61,34.7642,10.78,100,96,1.53,IL,1675984020
393,souillac,-20.5167,57.5167,25.21,77,5,5.48,MU,1675984197
394,jacareacanga,-6.2222,-57.7528,23.89,94,72,0.1,BR,1675984197
395,curup,-3.4667,102.5333,18.46,95,94,0.59,ID,1675984198
396,londiani,-0.165,35.5909,10.46,83,34,1.97,KE,1675984198
397,kulhudhuffushi,6.6221,73.07,26.13,75,50,1.99,MV,1675984199
398,sabya,17.1495,42.6254,24.77,76,9,2.99,SA,1675984199
399,pangnirtung,66.1451,-65.7125,-36.83,87,15,1.39,CA,1675984199
400,nelson bay,-32.7167,152.15,25.05,75,10,0.89,AU,1675984200
401,pradera,3.4211,-76.2447,26.38,80,99,1.24,CO,1675984200
402,mount pleasant,32.7941,-79.8626,22.27,76,0,2.06,US,1675984056
403,lososina,48.9975,140.3106,-22.5,87,17,1.46,RU,1675984201
404,bilma,18.6853,12.9164,19.91,18,0,5.28,NE,1675984202
405,gorontalo,0.5412,123.0595,23.48,89,100,1.63,ID,1675984203
406,severo-kurilsk,50.6789,156.125,-5.5,68,95,12.5,RU,1675984144
407,mochalishche,56.3306,48.3547,-8.22,97,99,2.48,RU,1675984204
408,yashan,22.1975,109.9419,19.7,95,88,1.3,CN,1675984205
409,sayyan,15.1718,44.3244,10.23,35,7,2.11,YE,1675984206
410,riverton,40.5219,-111.9391,3.09,49,0,3.09,US,1675984206
411,olavarria,-36.8927,-60.3225,28.66,30,0,2.68,AR,1675984207
412,tsiroanomandidy,-18.7667,46.0333,19.11,93,100,1.59,MG,1675984208
413,praia,14.9215,-23.5087,20.3,77,20,7.72,CV,1675984209
414,qiongshan,20.0058,110.3542,22.17,86,59,3.49,CN,1675984209
415,srednekolymsk,67.45,153.6833,-44.23,100,78,2.45,RU,1675984210
416,varzea da palma,-17.5981,-44.7308,21.33,93,73,1.23,BR,1675984211
417,codrington,-38.2667,141.9667,20.34,62,17,4.16,AU,1675984212
418,melfi,40.9965,15.6514,1.94,96,100,1.06,IT,1675984213
419,jamsa,61.8642,25.19,1.75,93,100,5.63,FI,1675984214
420,ulaanbaatar,47.9077,106.8832,-24.93,77,97,1.0,MN,1675984049
421,inyonga,-6.7167,32.0667,17.94,94,73,0.93,TZ,1675984214
422,corn island,12.1694,-83.0418,26.33,80,0,8.22,NI,1675984215
423,ambulu,-8.345,113.6058,23.95,89,96,1.37,ID,1675984216
424,saucillo,28.0167,-105.2833,19.58,9,50,3.71,MX,1675984216
425,hovd,48.0056,91.6419,-16.18,82,99,0.93,MN,1675984218
426,saint-augustin,51.226,-58.6502,-16.96,82,71,4.08,CA,1675984218
427,swellendam,-34.0226,20.4417,20.37,84,9,4.39,ZA,1675984219
428,tashla,51.7716,52.7427,-17.48,100,73,2.1,RU,1675984220
429,sedhiou,12.7081,-15.5569,25.15,30,6,3.4,SN,1675984220
430,kasempa,-13.4584,25.8338,16.73,98,100,2.14,ZM,1675984221
431,makariv,50.4641,29.8113,-4.9,85,64,2.99,UA,1675984221
432,vestmannaeyjar,63.4427,-20.2734,1.58,83,100,12.46,IS,1675984222
433,sinnamary,5.3833,-52.95,24.8,85,49,5.33,GF,1675984223
434,naco,31.3347,-109.9483,17.11,13,0,5.35,MX,1675984223
435,padang,-0.9492,100.3543,24.03,86,91,0.98,ID,1675984225
436,conceicao da barra,-18.5933,-39.7322,25.18,79,78,3.59,BR,1675984225
437,tecolutla,20.4833,-97.0167,23.92,79,96,4.25,MX,1675984226
438,porbandar,21.6422,69.6093,20.63,71,26,2.68,IN,1675984076
439,niono,14.2526,-5.993,27.92,10,0,4.6,ML,1675984227
440,eureka,40.8021,-124.1637,18.71,67,17,2.68,US,1675984228
441,guerrero negro,27.9769,-114.0611,23.54,22,1,3.26,MX,1675984228
442,jumla,29.2747,82.1838,2.28,51,23,1.37,NP,1675984229
443,port-gentil,-0.7193,8.7815,27.98,89,40,2.06,GA,1675984230
444,bacabal,-4.2917,-44.7917,24.42,93,86,1.76,BR,1675984230
445,clyde river,70.4692,-68.5914,-36.54,92,22,1.5,CA,1675984231
446,bodaybo,57.8506,114.1933,-19.03,100,100,0.63,RU,1675984232
447,wewak,-3.5534,143.6268,24.95,90,100,3.24,PG,1675984232
448,bilibino,68.0546,166.4372,-42.99,99,63,0.66,RU,1675984233
449,alice springs,-23.7,133.8833,27.75,51,5,3.6,AU,1675984234
450,vila velha,-20.3297,-40.2925,25.97,85,0,4.12,BR,1675983989
451,meulaboh,4.1363,96.1285,24.34,89,90,2.0,ID,1675984237
452,antofagasta,-23.65,-70.4,21.6,81,54,2.01,CL,1675984084
453,puerto lempira,15.2667,-83.7667,25.51,76,19,5.08,HN,1675984239
454,makakilo city,21.3469,-158.0858,26.18,55,0,7.2,US,1675984239
455,turukhansk,65.8167,87.9833,-19.36,97,100,4.61,RU,1675984240
456,angoche,-16.2325,39.9086,25.03,90,100,4.84,MZ,1675984240
457,sile,41.1754,29.6133,4.76,73,100,2.24,TR,1675984241
458,gemena,3.25,19.7667,24.04,25,8,1.18,CD,1675984241
459,siilinjarvi,63.0833,27.6667,1.01,80,100,4.63,FI,1675984242
460,pakpattan,30.341,73.3866,13.6,38,44,2.01,PK,1675984242
461,yukhnov,54.7444,35.2297,-4.34,90,55,3.54,RU,1675984243
462,barcelos,41.5388,-8.6151,11.08,64,1,3.1,PT,1675984243
463,gushikawa,26.3544,127.8686,21.57,88,40,3.6,JP,1675984244
464,brae,60.3964,-1.353,3.5,53,100,6.31,GB,1675984244
465,mihail kogalniceanu,44.3667,28.45,-7.62,86,0,3.6,RO,1675984245
466,hailar,49.2,119.7,-23.29,100,100,1.34,CN,1675984245
467,koygorodok,60.445,50.9968,-3.4,91,100,4.87,RU,1675984246
468,nanning,22.8167,108.3167,16.47,91,100,2.08,CN,1675984020
469,isangel,-19.55,169.2667,25.54,93,100,6.52,VU,1675984246
470,hofn,64.2539,-15.2082,-3.31,44,100,2.93,IS,1675984247
471,ajaccio,42.0,8.9167,0.03,93,0,3.09,FR,1675984247
472,sambava,-14.2667,50.1667,23.53,89,34,3.19,MG,1675984247
473,pacific grove,36.6177,-121.9166,21.47,57,0,2.06,US,1675984248
474,husavik,66.0449,-17.3389,-8.97,74,92,7.75,IS,1675984248
475,porto walter,-8.2686,-72.7439,25.63,83,82,1.46,BR,1675984249
476,ambad,19.6167,75.8,20.33,24,21,2.25,IN,1675984249
477,yantzaza,-3.8278,-78.7594,23.24,93,76,0.75,EC,1675984249
478,port hedland,-20.3167,118.5667,29.03,79,40,3.6,AU,1675984250
479,namtsy,62.7161,129.6658,-49.33,100,94,1.21,RU,1675984250
480,chengde,40.9725,117.9361,-7.13,95,34,1.6,CN,1675984251
481,thaba-tseka,-29.522,28.6084,12.25,95,100,1.7,LS,1675984251
482,neuquen,-38.9516,-68.0591,36.07,8,0,1.88,AR,1675984011
483,lock haven,41.137,-77.4469,15.2,83,100,5.56,US,1675984252
484,touros,-5.1989,-35.4608,26.97,79,88,6.24,BR,1675984191
485,atambua,-9.1061,124.8925,23.98,89,99,1.49,ID,1675984252
486,yerofey pavlovich,53.9667,121.9667,-21.47,99,100,1.05,RU,1675984253
487,nago,26.5881,127.9761,21.24,83,30,6.79,JP,1675984253
488,sesheke,-17.4759,24.2968,19.98,94,100,1.17,ZM,1675984254
489,kokopo,-4.352,152.2633,27.18,73,100,0.72,PG,1675984254
490,digha,21.6833,87.55,19.62,91,27,2.4,IN,1675984039
491,cascais,38.6979,-9.4215,13.92,61,3,7.15,PT,1675984254
492,asfi,32.2994,-9.2372,14.96,66,100,7.21,MA,1675984255
493,fuyu,45.1833,124.8167,-6.26,96,100,3.21,CN,1675984255
494,kamenka,51.3223,42.7678,-9.95,97,100,2.0,RU,1675984256
495,ust-barguzin,53.45,108.9833,-19.72,97,95,1.74,RU,1675984256
496,carbonia,39.1672,8.5222,5.01,84,81,2.57,IT,1675984256
497,bathsheba,13.2167,-59.5167,25.34,73,20,8.23,BB,1675984257
498,baykit,61.67,96.37,-32.31,100,95,1.05,RU,1675984257
499,xining,36.6167,101.7667,-4.7,30,98,1.6,CN,1675984258
500,morros,-9.4467,-46.3003,25.14,61,70,1.93,BR,1675984258
501,la puebla de cazalla,37.2216,-5.3115,11.38,71,48,7.93,ES,1675984258
502,baryshevo,54.9564,83.1822,-33.08,100,100,0.95,RU,1675984259
503,sioux lookout,50.1001,-91.917,-10.47,88,100,4.58,CA,1675984259
504,alberton,46.8168,-64.0654,-10.59,88,78,0.35,CA,1675984259
505,gamba,-2.65,10.0,26.16,86,97,2.13,GA,1675984260
506,cairns,-16.9167,145.7667,27.81,93,75,4.12,AU,1675984260
507,havre-saint-pierre,50.2334,-63.5986,-15.54,85,16,4.18,CA,1675984261
508,noshiro,40.2039,140.0242,-3.37,72,99,3.42,JP,1675984261
509,sao felix do xingu,-6.6447,-51.995,22.96,96,60,0.93,BR,1675984262
510,seoul,37.5683,126.9778,1.78,93,100,2.06,KR,1675983601
511,zarichne,51.8126,26.129,-3.42,85,99,3.77,UA,1675984263
512,shelburne,44.0787,-80.2041,1.8,99,100,2.7,CA,1675984264
513,ampanihy,-24.7,44.75,24.72,75,100,2.56,MG,1675984264
514,debre tabor,11.85,38.0167,12.46,46,5,2.15,ET,1675984265
515,nortelandia,-14.4547,-56.8028,24.7,89,48,1.28,BR,1675984266
516,coari,-4.085,-63.1414,24.05,90,42,1.3,BR,1675984266
517,kalnciems,56.8011,23.6097,0.03,75,89,6.73,LV,1675984267
518,ust-kulom,61.6864,53.6902,-2.53,92,100,4.09,RU,1675984268
519,santiago,-33.4569,-70.6483,30.71,29,0,7.72,CL,1675984058
520,churapcha,62.0025,132.4325,-46.94,100,67,1.66,RU,1675984269
521,canutama,-6.5339,-64.3831,23.02,97,94,1.1,BR,1675984269
522,mercogliano,40.9221,14.7418,3.63,99,100,3.23,IT,1675984270
523,payakumbuh,-0.2202,100.6308,20.61,97,97,1.27,ID,1675984271
524,kamina,-8.7386,24.9906,17.02,95,88,1.15,CD,1675984272
525,mana,5.6592,-53.7767,24.47,88,39,5.0,GF,1675984273
526,merauke,-8.4667,140.3333,26.94,84,99,6.95,ID,1675984274
527,vysotskoye,45.025,42.9064,-14.95,98,72,2.21,RU,1675984275
528,ambon,-3.6954,128.1814,26.08,89,40,3.6,ID,1675984275
529,yurty,56.0498,97.6348,-20.4,100,99,0.32,RU,1675984276
530,vanavara,60.34,102.2797,-27.83,100,100,1.05,RU,1675984276
531,lamar,33.6668,-95.5836,15.55,59,0,2.57,US,1675984277
532,dossor,47.5272,52.9811,-14.49,98,39,2.71,KZ,1675984277
533,palmares do sul,-30.2578,-50.5097,23.86,87,25,5.77,BR,1675984278
534,ust-tsilma,65.441,52.1498,0.13,92,100,4.81,RU,1675984279
535,ust-nera,64.5667,143.2,-44.5,94,42,1.09,RU,1675984279
536,bartica,6.4,-58.6167,26.18,93,71,1.74,GY,1675984280
537,kahului,20.8947,-156.47,26.01,68,40,9.77,US,1675984280
538,lodja,-3.4833,23.4333,22.25,72,67,1.2,CD,1675984281
539,dunedin,-45.8742,170.5036,13.42,58,81,2.21,NZ,1675984282
540,berbera,10.4396,45.0143,24.41,75,10,2.17,SO,1675984282
541,yichang,30.7144,111.2847,6.12,85,99,1.63,CN,1675984283
542,bellevue,47.6104,-122.2007,15.55,54,20,2.57,US,1675984228
543,hobyo,5.3505,48.5268,24.18,78,46,7.36,SO,1675984284
544,jinchang,38.4953,102.1739,2.44,36,99,1.76,CN,1675984285
545,nome,64.5011,-165.4064,-18.96,78,100,2.06,US,1675984285
546,pimentel,-6.8367,-79.9342,26.16,69,40,8.23,PE,1675984286
547,tshikapa,-6.4167,20.8,21.55,79,17,1.02,CD,1675984286
548,solok,-0.7918,100.6593,21.53,95,99,0.72,ID,1675984287
549,comodoro rivadavia,-45.8667,-67.5,24.83,28,100,10.17,AR,1675984155
550,krasnaya gorbatka,55.8703,41.7641,-4.66,91,100,3.75,RU,1675984288
551,urusha,54.05,122.9,-23.55,99,100,1.38,RU,1675984288
552,itarema,-2.9248,-39.9167,27.0,79,99,4.18,BR,1675984289
553,zyryanka,65.75,150.85,-43.39,99,61,1.35,RU,1675984289
554,arica,-18.475,-70.3042,25.75,64,0,3.6,CL,1675984290
555,la ronge,55.1001,-105.2842,-3.17,94,66,1.16,CA,1675984290
556,sukumo,32.9333,132.7333,11.48,95,100,5.52,JP,1675984291
557,bengkulu,-3.8004,102.2655,23.23,91,93,2.11,ID,1675984291
558,isla mujeres,21.2311,-86.731,27.03,80,0,5.2,MX,1675984292
559,corinto,37.9407,22.9573,7.72,78,100,3.86,GR,1675984293
560,naryan-mar,67.6713,53.087,0.15,92,100,10.47,RU,1675984293
561,kathmandu,27.7167,85.3167,9.35,85,20,0.45,NP,1675983724
562,puerto leguizamo,-0.1934,-74.7819,27.02,71,73,1.08,CO,1675984294
563,taoudenni,22.6783,-3.9836,21.4,14,94,7.46,ML,1675984295
564,jhargram,22.45,86.9833,17.28,44,4,2.18,IN,1675984295
565,la oroya,-11.5189,-75.8994,10.68,72,83,2.71,PE,1675984296
566,rocha,-34.4833,-54.3333,20.34,88,0,2.57,UY,1675984156
567,madang,-5.2246,145.7966,25.82,86,100,3.68,PG,1675984297
568,sobolevo,54.4299,31.8996,-9.65,95,9,3.93,RU,1675984298
569,gouyave,12.1646,-61.7296,25.43,83,20,5.14,GD,1675984298
570,belaya gora,68.5333,146.4167,-40.68,99,98,2.09,RU,1675984299
571,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-24.16,96,68,3.04,RU,1675984300
572,dedougou,12.4667,-3.4667,26.88,12,0,3.81,BF,1675984300
573,ashqelon,31.6693,34.5715,10.05,70,95,2.75,IL,1675984301
574,aranos,-24.1333,19.1167,24.63,29,0,2.78,NA,1675984301
575,santa catarina de tepehuanes,25.35,-105.7333,19.83,6,99,7.2,MX,1675984302
576,panaba,21.2833,-88.2667,28.66,49,78,6.19,MX,1675984128
